Common Name,Name,CountryCode,NumberActors,MilFatalities,TotalFatalities,StartYear,StartMonth,StartDay,EndYear,EndMonth,EndDay,Region,Century,Decade,DurationD,DurationM,DurationY
,"Bantu-Boers (South Africa), 1793-95",,2,,36000,1793,4,,1795,,,8,4,179,,,2
,"Poland-Russia, Austria, Prussia, 1794-95",,4,,30000,1794,3,,1795,10,24,4,4,179,,19,1
,"Spain-England, 1795-1801",,2,,7000,1795,,,1801,,,3,4,179,,,6
United Irishmen Revolt,"Ireland-Britain, 1795-98",,2,,7000,1795,,,1798,,,3,4,179,,,3
,"Persia-Georgia, 1795-96",,2,,25000,1795,,,1796,,,4,4,179,,,1
Ceylon War,"Britain-Netherlands (Sri Lanka), 1795-96",,3,,19000,1795,,,1796,,,10,4,179,,,1
,"China (Miao-tseu), 1795-97",,2,,15000,1795,,,1797,,,12,4,179,,,2
Russo-Persian War,"Russia-Persia, 1796-97",,2,,2150,1796,,,1797,,,4,4,179,,,1
White Lotus War,"China (White Lotus sect), 1796-1804",,2,,275000,1796,2,19,1804,9,,12,4,179,,103,8
US Quasi-war with France,"USA-France, 1798-1800",,2,,4000,1798,,,1800,,,1,4,179,,,2
French Revolutionary Wars (Egyptian Expedition),"France-Egypt, Britain, Turkey, Russia, 1798-1801",,5,,11200,1798,6,12,1801,8,31,6,4,179,1159,38,3
War of the Second Coalition,"France-Britain, Russia, Austria, Turkey, Portugal, Naples, 1798-1800",,7,,444270,1798,12,24,1802,3,27,3,4,179,1173,39,4
,"Afghanistan (with intervention by Persia), 1898",,3,,30000,1798,,,1798,,,10,4,179,,,0
,"Boers-Xhosa (South Africa), 1799-1801",,2,,31000,1799,,,1801,,,8,4,179,,,2
Fourth Mysore War,"Mysore-Britain, Hyderabad, 1799",,3,,19000,1799,3,,1799,5,,10,4,179,,2,0
Punjab War,"India-Sikhs, 1799-1802",,2,,120000,1799,,,1802,,,10,4,179,,,3
,"Britain-Denmark, 1801",,2,,1200,1801,4,2,1801,4,2,3,5,180,0,0,0
Tripoli War,"USA-Tripoli, 1801-05",,2,,7000,1801,5,10,1805,6,4,6,5,180,1464,49,4
Haitian Revolt,"Haiti-France, 1802-03",,2,,24150,1802,2,3,1803,11,19,1,5,180,646,21,1
,"India (Marathas), 1802",,2,,1000,1802,2,12,1802,,,10,5,180,,,0
,"Britain-Sri Lanka (Kandy), 1802-04",,2,,150,1802,10,,1804,9,,10,5,180,,23,2
Napoleonic Wars,"Napoleonic Wars, 1803-15",,,1863000,4425000,1803,5,16,1815,6,18,3,5,180,4352,145,12
Napoleonic War with England,"France-Britain, 1803-14",,2,,536400,1803,5,16,1814,12,,3,5,180,,139,11
,"Spain-Britain, 1803-08",,2,,6000,1803,,,1808,,,3,5,180,,,5
Second British-Maratha War,"Britain-Marathas, 1803-05",,2,20000,25000,1803,8,3,1805,11,23,10,5,180,830,27,2
First Serbian Insurrection,"Serbia-Turkey, 1804-13",,2,,65000,1804,3,,1813,10,,4,5,180,,115,9
Persian War with Russia,"Russia-Persia, 1804-13",,2,,45000,1804,,,1813,10,12,4,5,180,,,9
Fulani Jihad,"Fulani-Hausa, Bornu, 1804-10",,3,,85000,1804,,,1810,,,7,5,180,,,6
Irish Convict Rebellion,"Australia, 1804",,2,,5500,1804,,,1804,,,11,5,180,,,0
Napoleonic War of the Third Coalition,"France-Britain, Russia, Austria, Sweden, 1805-07",,5,,76000,1805,10,6,1807,6,14,3,5,180,608,20,2
Egyptian Rebellion,"Egypt, Turkey-Britain, Egyptian rebels, 1805-11",,4,,56000,1805,,,1811,3,1,6,5,180,,,6
Napoleonic War (Franco-Prussian War),"France-Prussia, Saxony, 1806",,3,,154600,1806,10,9,1806,11,,3,5,180,,1,0
Turkish War with Russia,"Russia-Turkey, 1806-12",,2,,170000,1806,11,6,1812,5,28,4,5,180,2002,66,6
Sepoy Revolt,"Britain-Bengalis, 1806",,2,,750,1806,,,1806,,,10,5,180,,,0
Gold Coast War,"Ashanti-Fante (Ghana), 1806-07",,2,,29000,1806,,,1807,,,7,5,180,,,1
,"France-Central Africa ? (Koukou-Nor), 1807",,2,,5000,1807,,,1807,,,7,5,180,,,0
Napoleonic War (Peninsular War),"France-Spain, Portugal, Britain, 1807-14",,4,,93840,1807,11,30,1814,4,12,3,5,180,2292,77,7
,"Sumatra (Malays vs. Padris), 1807-37",,2,,1000,1807,,,1837,,,11,5,180,,,30
Swedish War with Russia over Finland,"Russia, Denmark-Sweden, Finland, 1808-09",,4,,65000,1808,2,22,1809,9,17,4,5,180,565,19,1
Bantam Conquest,"Netherlands-Bantams (Indonesia), 1808",,2,,16000,1808,,,1808,,,11,5,180,,,0
Fourth Franco-Prussian War (Napoleonic Wars),"France-Austria, 1809",,2,,160000,1809,4,9,1809,7,10,3,5,180,91,3,0
Indonesian War,"Britain-Holland (Java), 1810-11",,2,,6000,1810,,,1811,9,17,11,5,181,,,1
War of Mexican Independence,"Mexico-Spain, 1810-14",,2,,18000,1810,9,16,1814,,,1,5,181,,,4
,"Chile-Spain, 1810-18",,2,,5000,1810,9,,1818,4,,2,5,181,,91,8
,"Paraguay-Spain, 1810-11",,2,,2000,1810,5,,1811,8,14,2,5,181,,15,1
Tukulor War,"Senegal-Bambara, 1810",,2,,10000,1810,,,1810,,,7,5,181,,,0
Punjab War,"Afghanistan-Punjab, 1810-20",,2,,65000,1810,,,1810,,,10,5,181,,,0
Tecumseh War,"USA-Shawnee, 1811",,2,,7000,1811,,,1811,,,1,5,181,,,0
Wahhabi War,"Egypt-Wahhabis (Arabia), 1811-13",,2,,20000,1811,,,1813,,,5,5,181,,,2
Xhosa War,"Britain, Boers-Xhosa (South Africa), 1811-19",,3,,26000,1811,,,1819,,,8,5,181,,,8
Arakan Revolt,"Burma (Arakan), 1811-15",,2,,18000,1811,,,1815,,,11,5,181,,,4
War of 1812,"USA-Britain, 1812-15",,2,5000,5000,1812,6,19,1815,3,23,1,5,181,994,33,3
Napoleonic War (Russian Expedition),"France-Russia, 1812",,2,,212600,1812,6,24,1812,12,8,4,5,181,164,6,0
Cambodian Rebellion,"Cambodia (with intervention by Thailand and Vietnam), 1812",,4,,37000,1812,,,1812,,,11,5,181,,,0
,"United States-Creek Indians, 1813-14",,2,1000,1000,1813,,,1814,,,1,5,181,,,1
Napoleonic War of Liberation,"France-Britain, Russia, Sweden, Austria, Prussia, 1813-14",,6,,692000,1813,1,1,1814,3,30,3,5,181,449,14,1
Second Serbian Uprising,"Turkey-Serbia, 1814-15",,2,,30000,1814,8,,1815,2,,4,5,181,,6,1
Gurkha War,"Britain-Gurkhas (Nepal), 1814-16",,2,,25000,1814,11,14,1816,,,10,5,181,,,2
Napoleonic Wars (Hundred Days War),"France-Britain, Austria, Holland, 1815",,4,,49344,1815,3,15,1815,6,18,3,5,181,93,3,0
,"(Austria-Hungary)-Naples, 1815",,2,,20000,1815,3,30,1815,5,20,3,5,181,50,2,0
Algiers-USA War,"USA-Algiers, 1815",,2,,1000,1815,3,2,1815,7,6,6,5,181,124,4,0
Russo-Georgian War,"Russia-Georgia, 1816-25",,2,,11000,1816,,,1825,,,4,5,181,,,9
,"Britain, Holland-Algiers, Turkey, 1816",,4,,23000,1816,8,26,1816,,,6,5,181,,,0
,"Persia-Afghanistan (Herat), 1816",,2,,33000,1816,,,1816,,,10,5,181,,,0
Third Maratha (and Pindari) War,"Britain-Marathas (India), 1817-18",,2,4000,12000,1817,11,6,1818,6,3,10,5,181,207,7,1
Kandyan Rebellion,"Britain-Sri Lanka (Kandyans), 1817-18",,2,11000,11000,1817,10,,1818,11,26,10,5,181,,13,1
"San Martin�s expedition to Chile and Peru, 1817-20","Argentina, Chile, Peru-Spain, 1817-21",,4,,5000,1817,2,12,1821,9,21,2,5,181,1659,55,4
Seminole War,"USA-Seminoles, 1818",,2,,8000,1818,,,1818,,,1,5,181,,,0
Amazon Wars,"Dahomey-tribes, 1818-58",,2,,60000,1818,,,1858,,,7,5,181,,,40
Zulu-Ndwandwe War,"Zulu-Ndwandwe (Bantu), 1818-19",,2,,85000,1818,4,,1819,5,,8,5,181,,13,1
Afghan Rebellion,"Afghanistan (Barakzai), 1818",,2,,32000,1818,,,1818,,,10,5,181,,,0
,"Holland-Sumatra, 1819-21",,2,,1000,1819,,,1821,6,,11,5,181,,,2
,"Argentina, 1819-20",,2,,1000,1819,10,,1820,11,,2,5,181,,13,1
Zulu War,"Zulu-tribes, 1819-1828",,2,,60000,1819,,,1828,9,22,8,5,181,,,9
Assam War,"Burma-Assam, 1819-22",,2,,26000,1819,,,1822,,,11,5,181,,,3
Aleppo conflict,"Turkey-Arabs (Aleppo), 1820",,2,,1000,1820,,,1820,,,5,5,182,,,0
Nubian conflict,"Egypt-Sudan, 1820-21",,3,,20000,1820,2,,1821,8,20,6,5,182,,18,1
,"Albania, 1820-22",,2,,1000,1820,,,1822,,,4,5,182,,,2
Spanish Civil War,"Spain (revolution suppressed with help from France), 1820-23",,2,7000,7000,1820,1,1,1820,3,9,3,5,182,68,2,0
,"Naples (with support from Austria-Hungary) (Carbonarists), 1820-21",,3,2000,2000,1820,7,2,1821,3,7,3,5,182,245,8,1
,"Mexico-Spain, 1821-22",,2,,5000,1821,1,,1822,7,21,1,5,182,,18,1
Piedmont conflict,"Piedmont (with support from Austria-Hungary) (Carbonarists), 1821",,3,1000,3000,1821,3,10,1821,4,8,3,5,182,28,1,0
Malay Peninsula conflict,"Siam-Kedah (Malay Peninsula), 1821",,2,,21000,1821,,,1821,,,11,5,182,,,0
Greek War of Independence,"Greece (aided by France, Britain, Russia, Venice)-Turkey, Egypt, 1821-29",,5,120000,120000,1821,3,25,1829,9,14,4,5,182,3049,102,8
Turko-Persian War,"Turkey-Persia, 1821",,2,1000,1000,1821,8,,1821,,,5,5,182,,,0
,"Ecuador, Peru, Bolivia-Spain, 1822-24",,4,,10000,1822,,,1824,12,9,2,5,182,,,2
,"Portugal-Brazil, 1822-23",,2,,500,1822,8,,1823,7,,2,5,182,,11,1
Kashgaria Revolt,"China (Kokand, Khojas), (East Turkestan), 1822-28",,2,,20000,1822,,,1828,8,,12,5,182,,,6
First Burma War,"Britain-Burma, 1823-26",,2,,20000,1823,9,24,1826,1,,11,5,182,,28,3
Franco-Spanish War,"France-Spain, 1823",,2,1000,1000,1823,4,17,1823,8,31,3,5,182,134,4,0
First Ashanti War,"Ashantis (Ghana)-Britain, 1823-26",,2,2500,3000,1823,,,1826,9,,7,5,182,,,3
La Plata War,"Argentina, Uruguay-Brazil, 1825-28",,3,,7000,1825,3,27,1828,9,15,2,5,182,1248,42,3
,"Britain-Tasmanians, 1825-30",,2,,3000,1825,,,1830,,,11,5,182,,,5
Southern Celebes conflict,"Holland-Celebes (Bonians) (Indonesia), 1825",,2,,1000,1825,,,1825,,,11,5,182,,,0
Great Java War,"Java-Holland, 1825-30",,2,35000,35000,1825,7,23,1830,3,28,11,5,182,1685,56,5
Decembrist Revolt,"Russia, 1825-26",,2,,900,1825,12,26,1826,1,15,4,5,182,19,1,1
Russo-Persian War,"Persia-Russia (Georgia, Armenia), 1825-28",,4,7000,7200,1825,9,28,1828,2,22,4,5,182,864,29,3
Bharatpuran Intervention,"Britain-India (Bharatpur), 1825-26",,2,5000,9000,1825,12,,1826,1,,10,5,182,,1,1
Massacre of the Janissaries,"Turkey, 1826",,2,6000,40000,1826,6,15,1826,9,30,4,5,182,105,3,0
,"Portugal (with intervention by Britain), 1826-27",,3,,200,1826,3,,1827,4,28,3,5,182,,13,1
Laos War,"Laos-Thailand, 1826-29",,2,,31000,1826,,,1829,,,11,5,182,,,3
,"China (Muslims in East Turkestan), 1826-28",,2,,20000,1826,,,1828,,,9,5,182,,,2
Battle of Navarino,"France, England, Russia-Turkey, Egypt, 1827",,5,,4300,1827,7,,1827,10,20,4,5,182,,3,0
Peruvian War,"Peru-Bolivia, Ecuador, 1827-29",,3,,29000,1827,1,26,1829,3,,2,5,182,,26,2
French Conquest of Algeria,"France-Algiers, 1827-30",,2,,1000,1827,4,,1830,5,,6,5,182,,37,3
,"Central America, 1827-29",,2,,1000,1827,,,1829,,,1,5,182,,,2
,"Argentina, 1828-31",,2,,400,1828,,,1831,,,2,5,182,,,3
Miguelite War,"Portugal (with intervention by Britain, France, and Spain), 1828-34",,4,20100,20100,1828,6,,1834,5,26,3,5,182,,71,6
Russo-Turkish War,"Russia-Turkey, 1828-29",,4,130000,130000,1828,4,26,1829,9,16,4,5,182,500,17,1
,"Chile, 1829-30",,2,,400,1829,,,1830,4,,2,5,182,,,1
Mexican War for Independence,"Spain-Mexico, 1829",,2,,4000,1829,8,,1829,9,11,1,5,182,,1,0
,"Muscat (Oman)-Zanzibar, 1829-30",,2,,500,1829,,,1830,,,8,5,182,,,1
,"France-Merina (Madagascar), 1829",,2,,100,1829,10,,1829,11,4,8,5,182,,1,0
,"Russia (Caucasus) (Abkhasia? Circassians?), 1829-40",,2,10000,10000,1829,,,1840,,,4,5,182,,,11
Belgian Revolt,"Holland (Belgium), 1830",,3,2000,10000,1830,8,25,1830,11,4,3,5,183,69,3,0
,"France (Paris), 1830",,2,1700,2000,1830,7,25,1830,7,29,3,5,183,4,0,0
Polish Insurrection,"Poland-Russia, 1830-31",,3,21000,21000,1830,11,29,1831,10,5,4,5,183,306,11,1
Albanian War,"Albania, Bosnians, Herzogovinians-Turkey, 1830-31",,4,5000,5000,1830,2,,1831,11,,4,5,183,,21,1
Franco-Algerian War,"France-Algiers, 1830",,2,,10000,1830,6,14,1830,7,5,6,5,183,21,1,0
,"China-Kokand (West Turkestan) (Kirghistan), 1830",,2,,1000,1830,9,,1830,11,,9,5,183,,2,0
,"Belgium (aided by France, Britain)-Holland, 1831-33",,4,,3000,1831,8,2,1833,5,21,3,5,183,649,21,2
,"Italy (revolts in Modena, Parma and Papal States suppressed by Austria), 1831-34",,4,,100,1831,2,3,1834,,,3,5,183,,,3
Turner's rebellion,"USA (slaves), 1831",,2,,500,1831,,,1831,,,1,5,183,,,0
,"France (Lyon), 1831",,2,,3000,1831,2,,1831,,,3,5,183,,,0
First Turko-Egyptian War,"Egypt-Turkey (Syria) (with Russian, French and British intervention), 1831-33",,3,18000,18000,1831,2,,1833,5,3,5,5,183,,27,2
Cambodian War I,"Cambodia-Thailand, 1831-34",,2,,22000,1831,,,1834,,,11,5,183,,,3
,"Mexico, 1832-34",,2,4000,4000,1832,1,2,1834,,,1,5,183,,,2
Black Hawk War,"USA-Sac, Fox, 1832",,3,,8000,1832,5,,1832,8,3,1,5,183,,3,0
,"Argentina-Indians, 1833-34",,2,,1000,1833,4,,1834,4,,2,5,183,,12,1
Carlist Revolt,"Spain (with intervention by Britain), 1833-40",,5,32650,32650,1833,10,4,1840,6,6,3,5,183,2402,80,7
,"Muscat (Oman)-Zanzibar, 1833",,2,,500,1833,,,1833,,,8,5,183,,,0
,"Portugal-Matahaganans (Mozambique), 1833-36",,2,,1000,1833,,,1836,,,8,5,183,,,3
,"France-Annam (Vietnam), 1833-39",,2,,3000,1833,,,1839,,,11,5,183,,,6
,"Turkey-Palestinians, 1834",,2,,1000,1834,,,1834,,,5,5,183,,,0
,"France (Lyon and Paris), 1834",,2,,3000,1834,4,9,1834,4,14,3,5,183,5,0,0
,"France, Britain, Spain-Portugal, 1834",,4,,700,1834,4,,1834,5,,3,5,183,,1,0
,"Britain, Hottentots, Boers-Kaffirs, 1834-1835",,4,,500,1834,12,2,1835,5,,8,5,183,,5,1
,"Afghanistan (Kandahar), 1834",,2,16000,16000,1834,5,,1834,7,,10,5,183,,2,0
Texan Revolt,"Texas-Mexico, 1835-36",,2,2200,3200,1835,6,30,1836,4,21,1,5,183,291,10,1
,"Brazil, 1835-45",,2,,1000,1835,9,,1845,3,,2,5,183,,114,10
,"(Austria-Hungary)-Bosnians, Herzogovinians, 1835-46",,4,,1100,1835,,,1846,,,4,5,183,,,11
War of the Peruvian-Bolivian Confederation,"Chile-Bolivia, Peru, 1836-39",,5,,2000,1836,7,,1839,1,20,2,5,183,,30,3
,"Uruguay (intervention by France, Britain, Argentina), 1836-40",,5,,10000,1836,,,1840,10,,2,5,183,,,4
,"Turkey-Bosnians, 1836-37",,2,1000,3000,1836,,,1837,,,4,5,183,,,1
,"Boers-Matabele Bantu (South Africa), 1836-37",,2,,1000,1836,8,,1837,11,,8,5,183,,15,1
,"(Ma-Kalanga)-Matabele (South Africa), 1837",,2,,1000,1837,,,1837,,,8,5,183,,,0
French Conquest of Algeria,"France-Algeria (with Moroccan support), 1837-47",,3,,4000,1837,10,,1847,12,23,6,5,183,,122,10
,"Afghanistan-Persia, Russia (Herat), 1837-38",,3,,1000,1837,11,23,1838,9,9,10,5,183,286,10,1
,"Indonesian Pirates-Britain, Netherlands, Spain, 1837-60",,4,,50000,1837,,,1860,,,11,5,183,,,23
First Zulu War,"Boers-Zulus, 1838-40",,3,15000,16000,1838,2,,1840,2,,8,5,183,,24,2
,"(Austria-Hungary)-Montenegro, 1838",,2,,100,1838,,,1838,,,4,5,183,,,0
,"France-Mexico, 1838-39",,2,,2000,1838,4,,1839,3,9,1,5,183,,11,1
,"Burma, 1838-45",,2,,20000,1838,,,1845,,,11,5,183,,,7
,"Central American Federation, 1839-40",,2,,6000,1839,,,1840,,,1,5,183,,,1
Arabian War,"Britain-Arabs, 1839-45",,2,,20000,1839,,,1845,,,5,5,183,,,6
Second Turko-Egyptian War,"Egypt-Turkey, Maronites, Druzes (assisted by Britain and Austria), 1839-40",,6,12000,12000,1839,4,21,1840,11,27,5,5,183,576,19,1
Khivan Conquest,"Russia-Khiva (Uzbekistan), 1839-40",,2,5000,5000,1839,,,1840,,,9,5,183,,,1
First Opium War,"Britain, France-China, 1839-42",,3,11000,12000,1839,7,,1842,8,29,12,5,183,,37,3
First British-Afghan War,"Britain-Afghanistan, 1839-42",,4,20000,20000,1839,1,14,1842,12,17,10,5,183,1413,47,3
,"Britain-Khelat (India), 1839",,2,,400,1839,11,13,1839,11,13,10,5,183,0,0,0
Bali War,"Indonesia (Bali)-Netherlands, 1839-49",,2,,17000,1839,,,1849,,,11,5,183,,,10
,"Colombia (with intervention by Ecuador), 1840-42 ??",,3,4000,4000,1840,7,15,1842,7,15,2,5,184,720,24,2
South Africa conflict,"Matabele-Mashonas (South Africa), 1840",,2,,1000,1840,,,1840,,,8,5,184,,,0
Dogra Invasion of Tibet,"Dogras-Tibet, 1841",,2,,4000,1841,,,1841,,,10,5,184,,,0
,"Argentina, 1841-51",,4,10200,11000,1841,1,1,1851,7,18,2,5,184,3797,126,10
Peruvian-Bolivian War,"Peru-Bolivia, 1841",,2,1000,1000,1841,10,19,1841,11,18,2,5,184,29,1,0
Bosnian-Turkish War,"Turkey-Bosnia, 1841",,2,2000,2000,1841,,,1841,,,4,5,184,,,0
Second LaPlata War,"Uruguay (with intervention by Argentina, France, Britain, Brazil, Paraguay), 1842-51",,7,,700,1842,,,1851,10,9,2,5,184,,,9
Baluchi-British War,"Britain-Sind (Baluchis), 1843",,2,6000,12000,1843,2,15,1843,8,,10,5,184,,6,0
,"Britain-India (Gwalior), 1843",,2,,3100,1843,12,,1843,12,29,10,5,184,,0,0
France-Moroccan War,"France-Morocco, 1844",,2,1000,1000,1844,7,6,1844,9,10,6,5,184,64,2,0
First British-Sikh War,"Britain-Sikhs, 1845-46",,2,3000,24700,1845,12,11,1846,3,11,10,5,184,90,3,1
,"Britain-Borneo Pirates, 1845",,2,,1000,1845,,,1845,,,11,5,184,,,0
,"France, England-Madagascar, 1845-46",,3,,100,1845,6,,1846,,,8,5,184,,,1
Syrian civil war,"Turkey, Maronites-Druzes, 1845",,3,,1000,1845,,,1845,,,5,5,184,,,0
War of the Ax,"Britain-Kaffirs (South Africa), 1846-48",,2,1000,1000,1846,,,1848,8,29,8,5,184,,,2
,"Holland-Bali, 1846-49",,2,,2000,1846,,,1849,6,,11,5,184,,,3
Mexican-American War,"Mexico-USA, 1846-48",,2,17000,17000,1846,4,25,1848,2,2,1,5,184,637,22,2
Cracow Revolt,"Poland (Galicia)-(Austria-Hungary), Prussia, 1846",,4,2000,2000,1846,2,15,1846,3,3,4,5,184,18,1,0
Caste War,"Mexico (Mayans), 1847-58",,2,300000,300000,1847,7,26,1858,,,1,5,184,,,11
,"Spain, 1847-49",,2,3000,6000,1847,5,15,1849,5,1,3,5,184,706,24,2
,"France-Cochin China (Southern Vietnam), 1847",,2,,100,1847,,,1847,,,11,5,184,,,0
,"China (Kashgaria) (East Turkestan), 1847-48",,2,,1000,1847,4,,1848,1,,9,5,184,,9,1
Italian Revolution of 1848-49 (Venetian war),"Italy-Austria, France, Spain, 1848-49",,4,,19200,1848,1,12,1849,8,28,3,5,184,586,19,1
,"Naples (Liberals) (with Spanish intervention), 1848",,3,1000,1000,1848,1,12,1849,5,15,3,5,184,483,16,1
Austro-Sardinian War,"Sardinia-Austria (with French intervention), 1848-1849",,3,9200,11000,1848,3,22,1849,8,9,3,5,184,497,17,1
Five Days Revolt,"Milan-Austria, 1848",,2,,1030,1848,3,18,1848,3,22,3,5,184,4,0,0
,"Venice-Austria, 1848-49",,2,,2100,1848,3,26,1849,8,28,3,5,184,512,17,1
Second British-Sikh War,"Britain-Sikhs, 1848-49",,2,10000,10000,1848,4,20,1849,3,,10,5,184,,11,1
Roman Republic War,"Rome-France, Spain, Austria, Naples, 1848-49",,5,4000,5000,1848,11,9,1849,7,2,3,5,184,233,8,1
French Revolution of 1848,"France, 1848",,2,3000,4000,1848,2,22,1848,8,,3,5,184,,6,0
Schleswig-Holstein Revolt,"Prussia-Denmark, Sweden (Schleswig-Holstein), 1848-49",,3,6000,6000,1848,3,24,1849,7,10,3,5,184,466,16,1
Hungarian Revolt,"Austria, Russia-Hungary, 1848-49",,3,100000,100000,1848,4,10,1849,10,,4,5,184,,18,1
Austrian Revolution of 1848,"Austria, 1848",,2,3500,4000,1848,3,13,1848,10,9,3,5,184,206,7,0
German Revolution of 1848,"Germany (risings in German states suppressed by Prussia), 1849",,3,,2000,1848,3,15,1850,11,29,3,5,184,974,32,2
Eighth Kaffir War,"Britain-Kaffirs (South Africa), 1850-53",,2,3000,3000,1850,3,,1853,,,8,5,185,,,3
Taiping Rebellion,"China, 1850-65",,2,2000000,2000000,1850,10,,1865,7,,12,5,185,,177,15
Argentine Civil War,"Argentina-Brazil, Uruguay, Argentine province, 1851-52",,4,1300,1300,1851,5,,1852,2,3,2,5,185,,9,1
Royalist War,"France, 1851",,2,1000,1000,1851,12,3,1851,12,4,3,5,185,1,0,0
,"Chile (Liberals), 1851",,2,3000,3000,1851,9,15,1851,12,15,2,5,185,90,3,0
Second Burma War,"Britain-Burma, 1852-53",,2,1000,1500,1852,4,12,1853,1,,11,5,185,,9,1
,"Dards-Dogras (northern Pakistan), 1852",,2,,2000,1852,,,1852,,,10,5,185,,,0
First Montenegran War,"Montenegro-Turkey, 1852-53",,2,8000,8000,1852,12,2,1853,3,13,4,5,185,101,3,1
Pingnian War,"China (peasants) , 1852-63",,2,,50000,1852,,,1863,,,12,5,185,,,11
,"Peru, 1853-55",,2,4000,4000,1853,12,21,1855,1,7,2,5,185,376,13,2
Crimean War,"Turkey, Britain, France, Sardinia-Russia, Greece (1854), 1853-56",,6,264200,772000,1853,1,2,1856,2,1,4,5,185,1109,37,3
Nien Rebellion,"China (Anhwei, Honan, Shantung), 1853-68",,2,75000,75000,1853,,,1868,8,16,12,5,185,,,15
,"Colombia (Democrats), 1854",,2,1000,1000,1854,4,17,1854,12,4,2,5,185,227,8,0
,"Boers-Bantu, 1854",,2,,3000,1854,,,1854,,,8,5,185,,,0
War for Bleeding Kansas,"United States (Kansas), 1855-60",,2,,200,1855,11,26,1860,,,1,5,185,,,5
Walker's Invasion of Nicaragua,"Nicaragua, 1855-56",,2,,2000,1855,6,,1856,5,,1,5,185,,11,1
,"Britain-Sierra Leone, 1855",,2,77,77,1855,,,1855,,,7,5,185,,,0
,"Britain-Sierra Leone (Maligia), 1855",,2,77,77,1855,,,1855,,,7,5,185,,,0
,"Britain-Santals (Bengal), 1855-56",,2,,1000,1855,7,,1856,,,10,5,185,,,1
Anglo-Persian War,"Britain-Persia, 1856-57",,2,2000,3000,1856,10,25,1857,3,14,5,5,185,139,5,1
,"Peru, 1856-58",,2,3000,3000,1856,10,31,1858,3,7,2,5,185,486,17,2
Kabylia Uprising,"Algeria-France, 1856-57",,2,1000,1000,1856,,,1857,,,6,5,185,,,1
Second Opium War,"Britain, France-China, 1856-60",,3,11000,11000,1856,10,8,1860,10,18,12,5,185,1450,48,4
,"France-Fulas (Trarza?) (Senegal), 1857",,2,1000,1000,1857,,,1857,,,7,5,185,,,0
,"China-Kokand (Kashgaria) (Kirghistan), 1857",,2,,2500,1857,,,1857,,,9,5,185,,,0
Sepoy Rebellion ?,"India-Britain, 1857-59",,2,15000,15000,1857,5,10,1859,4,7,10,5,185,687,23,2
War of the Reform (Three Years War),"Mexico, 1858-61",,4,8000,8000,1858,1,,1861,1,1,1,5,185,,36,3
,"Montenegro-Turkey, 1858-59",,2,4400,4400,1858,5,4,1859,6,1,4,5,185,387,13,1
French-Indochinese War,"France, Spain-Cochin China, Annam (Vietnam), 1858-63",,4,4000,4000,1858,8,31,1863,4,,11,5,185,,56,5
,"Venezuela, 1859-63",,4,20000,20000,1859,2,1,1863,12,31,2,5,185,1770,58,4
First Buenos Aires War,"Argentina, 1859",,2,1000,1000,1859,10,,1859,10,23,2,5,185,,0,0
Franco-Austrian War,"Piedmont, France-Austria, 1859",,6,21639,40000,1859,4,29,1859,7,11,3,5,185,72,3,0
Italian Unification War,"Italy, 1859-61",,2,17500,17500,1859,7,11,1860,,,3,5,185,,,1
Moroccan War,"Spain-Morocco (French and British intervention), 1859-60",,2,10000,10000,1859,10,22,1860,4,27,6,5,185,185,6,1
,"Russia-Circassians (Caucasus), 1859-64",,2,,1500,1859,,,1864,,,4,5,185,,,5
South Borneo conflict,"Holland-Banjermasinese (South Borneo), 1859-63",,2,,1000,1859,4,,1863,,,11,5,185,,,4
South Celebes conflict,"Holland-Celebes (Boninese or Bonians), 1859-60",,3,,1000,1859,2,,1860,1,,11,5,185,,11,1
Italo-Sicilian War,"Garibaldeans, Piedmont-Naples, 1860-61",,3,15000,15000,1860,4,4,1861,2,13,3,5,186,309,10,1
Italo-Roman War,"Piedmont-Papal States (with French intervention), 1860",,2,2500,2500,1860,9,10,1860,9,24,3,5,186,14,0,0
,"Colombia (Liberals), 1860-62",,,2500,3000,1860,5,15,1862,10,15,2,5,186,870,29,2
Syrian War,"Syria (Lebanon) (with intervention by France), 1860-61",,3,,3000,1860,4,,1861,6,,5,5,186,,14,1
Tabora conflict,"Arabs-Africans (Gazi, Siu with British intervention) (Tanzania), 1860-69",,4,,1000,1860,,,1869,,,8,5,186,,,9
,"China, 1860-72",,,75000,75000,1860,1,1,1872,5,1,12,5,186,4440,148,12
American Civil War,"USA, 1861-65",,2,623026,820000,1861,4,12,1865,5,26,1,5,186,1484,49,4
Second Buenos Aires War,"Argentina, 1861",,,1000,1000,1861,,,1861,9,17,2,5,186,,,0
,"Turkey-Montenegro, 1861-62",,2,,1000,1861,,,1862,8,31,4,5,186,,,1
,"Ethiopia, 1861",,2,,2000,1861,,,1861,,,8,5,186,,,0
,"China (Moslems in Shensi and Kansu), 1861-73",,4,,250000,1861,,,1873,10,,12,5,186,,,12
Mexican Expedition,"France-Mexico (with British and Spanish involvement), 1862-67",,4,20000,44787,1862,4,4,1867,5,14,1,5,186,1840,61,5
,"USA-American Indians (Sioux), 1862-67",,4,,6000,1862,,,1867,,,1,5,186,,,5
Expedition to Calabria,"Italy (Garibaldians), 1862",,2,,400,1862,,,1862,8,29,3,5,186,,,0
